"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb","min_org"
80206,8206,1997,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"KV","KV","K","p1",NA,"-1/-1/-1/-1/-1","org"
80207,8207,1997,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"CF","CF","C","p1",NA,"-1/-1/-1/-1/-1","min"
80208,8208,1997,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,"-1/-1/-1/-1/-1","min"
80209,8209,1997,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80210,8210,1997,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"BB-PP","PP","P","-1",NA,"-1/-1/-1/-1/-1","min"
80211,8211,1997,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",1,"SS","SS","S","p1",NA,"-1/-1/-1/-1/-1","min"
80212,8212,1997,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"SS","SS","S","p1",NA,"-1/-1/-1/-1/-1","min"
80213,8213,1997,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"LL-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1","min"
80214,8214,1997,2008,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80215,8215,1999,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUT","MU",1,"BB-RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80216,8216,1998,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80217,8217,1998,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"LL-SH","SH","S","p1",NA,"-1/-1/-1/-1/-1","min"
80218,8218,1998,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"BB","BB","B","p2",NA,"-1/-1/-1/-1/-1","min"
80219,8219,1998,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM",2,"RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80220,8220,1998,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80221,8221,1998,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1","min"
80222,8222,1998,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"BB","BB","B","p1",NA,"-1/-1/-1/-1/-1","min"
80223,8223,1998,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"KV","KV","K","p1",NA,"-1/-1/-1/-1/-1","org"
80224,8224,1998,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"GG-AB","AB","A","p1",NA,"-1/-1/-1/-1/-1","min"
80225,8225,1998,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"AB","AB","A","p1",NA,"-1/-1/-1/-1/-1","min"
80226,8226,1998,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"PP-BB","BB","B","-1",NA,"-1/-1/-1/-1/-1","min"
80227,8227,1998,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1","min"
80228,8228,1998,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"GG-AB","AB","A","p1",NA,"-1/-1/-1/-1/-1","min"
80229,8229,1998,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"GG-AB","AB","A","p1",NA,"-1/-1/-1/-1/-1","min"
80230,8230,1998,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"GG-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1","min"
80231,8231,1998,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",1,"BB","BB","B","p2",NA,"-1/-1/-1/-1/-1","min"
80232,8232,1998,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",1,"SS-BB","BB","B","p2",NA,"-1/-1/-1/-1/-1","min"
80233,8233,1998,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"AB-GG","GG","G","p1",NA,"-1/-1/-1/-1/-1","min"
80234,8234,1998,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"LL-SH","SH","S","p1",NA,"-1/-1/-1/-1/-1","min"
80235,8235,1998,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"AB","AB","A","p1",NA,"-1/-1/-1/-1/-1","min"
80236,8236,1998,2005,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80237,8237,1998,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU",1,"GG-AB","AB","A","p1",NA,"-1/-1/-1/-1/-1","min"
80238,8238,1998,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"SS-BB","BB","B","p1",NA,"-1/-1/-1/-1/-1","min"
80239,8239,1998,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"SS-LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80240,8240,1998,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"CF","CF","C","p1",NA,"-1/-1/-1/-1/-1","min"
80241,8241,1998,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"CF-RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80242,8242,1998,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"SS","SS","S","p1",NA,"-1/-1/-1/-1/-1","min"
80243,8243,1998,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80244,8244,1998,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80245,8245,1998,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80246,8246,1998,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM",2,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80247,8247,1999,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80248,8248,1999,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"BB-CF","CF","C","p1",NA,"-1/-1/-1/-1/-1","min"
80249,8249,1999,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"CF-RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80250,8250,1999,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80251,8251,1999,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"BB-DD","DD","D","p1",NA,"-1/-1/-1/-1/-1","min"
80252,8252,1999,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUT","MU",1,"SS-DD","DD","D","p1",NA,"-1/-1/-1/-1/-1","min"
80253,8253,1999,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",1,"CF","CF","C","p1",NA,"-1/-1/-1/-1/-1","min"
80254,8254,1999,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU",1,"LL","LL","L","p1",NA,"-1/-1/-1/-1/-1","min"
80255,8255,1999,2007,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80256,8256,1999,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM",2,"RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
80257,8257,1999,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"CF","CF","C","p1",NA,"-1/-1/-1/-1/-1","min"
80258,8258,1999,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU",1,"BB-SS","SS","S","p1",NA,"-1/-1/-1/-1/-1","min"
80259,8259,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"RR","RR","R","p1",NA,"-1/FL/-1/;;;;n/cc;ca;hu;e","min"
80260,8260,2000,2005,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,"-1/CM/-1/-2/ha;au;dy;h","min"
80261,8261,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"BB","BB","B","p1",NA,"-1/CM/-1/-2/le;hu;dy;s","min"
80262,8262,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU",1,"BB","BB","B","p1",NA,"-1/CM/-1/;;;n;/ha;hu;dy;s","min"
80263,8263,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOR","MOT",2,"LL-BB","BB","B","p1",NA,"-1/AL/-1/;;;;h/ct;ab;au;h","min"
80264,8264,2000,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROF","ROF",3,"SG","SG","S","p1",NA,"-1/GL/-1/-2/hi;hu;dy;;","min"
80265,8265,2000,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUO","MU",1,"BB-CF","CF","C","p1",NA,"-1/LV/-1/;;;h;/ct;cc;hu;e","min"
80266,8266,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"BB-LF","LF","L","p1",NA,"-1/LV/-1/;;;h;n/ct;cc;hu;e","min"
80267,8267,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"CF","CF","C","p1",NA,"-1/LV/-1/;;;;h/ap;ct;cc;h","min"
80268,8268,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"SS","SS","S","p1",NA,"-1/ST/-1/-2/al;ab;eu;s","min"
80269,8269,2000,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOT","MOT",2,"BB","BB","B","p1",NA,"-1/CM/-1/-2/ha;au;hu;d","min"
80270,8270,2000,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p1",NA,"-1/CM/-1/-2/ha;au;dy;s","min"
80271,8271,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","SRO","RO",3,"BB-PP","PP","P","p1",NA,"-1/PZ/-1/-2/ab;sk;;;","min"
80272,8272,2000,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"DD","DD","D","p1",NA,"-1/LV/-1/;;h;;/ct;vr;eu;c","min"
80273,8273,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUT","MU",1,"LL","LL","L","p1",NA,"-1/LV/-1/;;;;h/ct;cc;rp;h","min"
80274,8274,2000,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL-CF","CF","C","p2",NA,"-1/LV/-1/-2/ap;ct;cc;;","min"
80275,8275,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"BB-DD","DD","D","p2",NA,"-1/CM/-1/-2/ha;rp;eu;c","min"
80276,8276,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUT","MU",1,"AB","AB","A","p1",NA,"-1/FL/-1/-2/gl;mo;cc;e","min"
80277,8277,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"CF-LL","LL","L","p1",NA,"-1/LV/-1/;;;h;/ct;rp;hu;e","min"
80278,8278,2000,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",1,"RR","RR","R","p1",NA,"-1/LP/-1/-2/hk;rz;ca;;","min"
80279,8279,2000,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"BB-CF","CF","C","p1",NA,"-1/LV/-1/;;;h;n/ct;ca;hu;e","min"
80280,8280,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"LL-SS","SS","S","p1",NA,"-1/ST/-1/-2/lv;cr;;;","min"
80281,8281,2000,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"RR","RR","R","p1",NA,"-1/KS/-1/-2/le;cc;sk;s","min"
80282,8282,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"BB-CF","CF","C","p1",NA,"-1/LV/-1/;;;n;/ap;ct;hu;s","min"
80283,8283,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT",2,"LL-BB","BB","B","p2",NA,"-1/AL/-1/-2/ct;ab;hu;g","min"
80284,8284,2000,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"BB-SH","SH","S","p1",NA,"-1/ST/-1/-2/lv;rp;;;","min"
80285,8285,2000,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOF","MOF",2,"SG","SG","S","p1",NA,"-1/ST/-1/n;;;;/gl;dy;;;","min"
80286,8286,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MOA","MOT",2,"AZ","AZ","A","p1",NA,"-1/FL/-1/;;;;n/cc;ca;eu;h","min"
80287,8287,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT",2,"BB-SS","SS","S","p3",NA,"-1/ST/-1/-2/ha;dy;;;","min"
80288,8288,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU",1,"BB","BB","B","p1",NA,"-1/CM/-1/;;;;n/ha;au;hu;d","min"
80289,8289,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"BB-SS","SS","S","p1",NA,"-1/FL/-1/;n;;;/st;eu;;;","min"
80290,8290,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"LL","LL","L","p2",NA,"-1/LV/-1/;;;p;/ct;le;hu;d","min"
80291,8291,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOA","MOT",2,"PP-BB","BB","B","p1",NA,"-1/PZ/-1/-2/et;;;;","min"
80292,8292,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUO","MU",1,"LL-BB","BB","B","p1",NA,"-1/AL/-1/;;p;;/ct;hu;dy;;","min"
80293,8293,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM",2,"PP","PP","P","p1",NA,"-1/PZ/-1/;n;;;/ab;sk;;;","min"
80294,8294,2000,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"LL","LL","L","p1",NA,"-1/LV/-1/-2/ct;le;ap;r","min"
80295,8295,2000,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",1,"BB","BB","B","p4",NA,"-1/PZ/-1/-2/et;sk;;;","min"
80296,8296,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOT","MOT",2,"PP","PP","P","-1",NA,"-1/PZ/-1/-2/ab;sk;;;","min"
80297,8297,2000,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MOM","MOM",2,"LL-SS","SS","S","p1",NA,"-1/ST/-1/-2/lv;dy;ce;c","min"
80298,8298,2000,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"CF","CF","C","p1",NA,"-1/LV/-1/;;;h;/ap;ct;hu;e","min"
80299,8299,2000,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",1,"BB-CF","CF","C","p1",NA,"-1/LV/-1/;;;;h/ct;le;cc;h","min"
80300,8300,2000,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUT","MU",1,"BB-DD","DD","D","p1",NA,"-1/LV/-1/-2/ap;ct;le;r","min"
80301,8301,2001,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",1,"BB-CF","CF","C","p1",NA,"-1/LV/-1/-2/ca;hu;sk;c","min"
80302,8302,2001,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"SS-BB","BB","B","p1",NA,"-1/ST/-1/-2/hi;cc;lv;e","min"
80303,8303,2001,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",1,"RR","RR","R","p1",NA,"-1/LV/-1/;;;h;/ap;cc;hu;e","min"
80304,8304,2001,2006,92,"Nadelbestand (nicht näher spezifizierbar)","MUT","MU",1,"CF-RR","RR","R","p1",NA,"-1/LV/-1/;;;;h/ct;le;cc;h","min"
80305,8305,2001,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU",1,"GN","GN","G","p1",NA,"-1/GL/-1/-2/ha;co;hu;e","min"
80306,8306,2002,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUT","MU",1,"BB-SS","SS","S","p1",NA,"-1/ST/-1/-2/-2","min"
80307,8307,2002,2006,91,"Laubbestand (nicht näher spezifizierbar)","MUO","MU",1,"BB-DD","DD","D","p1",NA,"-1/LV/-1/-2/ap;ct;vr;r","min"
80308,8308,2002,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU",1,"RR","RR","R","p1",NA,"-1/LV/-1/;;;h;/ct;cc;hu;e","min"
80309,NA,-2,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM",2,"CF-RR","RR","R","p1",NA,"-1/-1/-1/-1/-1","min"
90500,NA,-2,2008,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90501,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU",NA,"BB","BB","B",NA,85,NA,"min"
90502,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM",NA,"LL","LL","L",NA,110,NA,"min"
90503,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90504,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",NA,"BB","BB","B","p2",150,NA,"min"
90505,NA,-2,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"BB-SS","SS","S",NA,150,NA,"min"
90506,NA,-2,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR",-9,"BB","BB","B","p2",150,NA,"min"
90507,NA,-2,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",-9,"SS-BB","BB","B",NA,NA,NA,"min"
90508,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB","BB","B","p2",100,NA,"min"
90509,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOR","MOT",-9,"BB","BB","B",NA,NA,NA,"min"
90510,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB","BB","B","p2",150,NA,"min"
90511,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","ROR","RO",NA,"BB","BB","B","p2",150,NA,"min"
90512,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB","BB","B","p2",NA,NA,"min"
90513,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90514,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"BB","BB","B",NA,150,NA,"min"
90515,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"BB","BB","B",NA,100,NA,"min"
90517,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",NA,"BB","BB","B",NA,150,NA,"min"
90518,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"BB","BB","B","p2",100,NA,"min"
90519,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB","BB","B","p2",150,NA,"min"
90521,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"RZ","RZ","R",NA,NA,NA,"min"
90522,NA,-2,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",-9,"SS-BB","BB","B",NA,NA,NA,"min"
90523,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRR","MR",-9,"BB","BB","B",NA,NA,NA,"min"
90524,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90525,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUF","MUF",-9,"HN","HN","H",NA,NA,NA,"org"
90526,NA,-2,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU",-9,"DD","DD","D",NA,NA,NA,"min"
90527,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MRR","MR",NA,"BB","BB","B","p4",NA,NA,"min"
90528,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",NA,"BB","BB","B","p2",105,NA,"min"
90529,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU",-9,"BB-CF","CF","C",NA,96,NA,"min"
90530,NA,-2,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOM","MOM",-9,"BB","BB","B",NA,NA,NA,"min"
90531,NA,-2,2008,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"BB-RR","RR","R",NA,NA,NA,"min"
90532,NA,-2,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"BB-SS","SS","S",NA,NA,NA,"min"
90533,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90534,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90535,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU",NA,"BB-CF","CF","C",NA,100,NA,"min"
90536,NA,-2,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90537,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUT","MU",-9,"AZ","AZ","A",NA,NA,NA,"min"
90538,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",NA,"SS-BB","BB","B","p2",100,NA,"min"
90539,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB-RN","RN","R",NA,NA,NA,"min"
90541,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM",-9,"BB","BB","B",NA,NA,NA,"min"
90542,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"BB-LL","LL","L",NA,150,NA,"min"
90543,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU",-9,"CF-RR","RR","R",NA,150,NA,"min"
90544,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",NA,"GG","GG","G",NA,NA,NA,"min"
90545,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",NA,"BB","BB","B",NA,NA,NA,"min"
90546,NA,-2,2007,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MRR","MR",-9,"BB","BB","B",NA,150,NA,"min"
90547,NA,-2,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",NA,NA,"min"
90549,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",NA,"SS","SS","S",NA,100,NA,"min"
90550,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUT","MU",-9,"BB","BB","B",NA,150,NA,"min"
90551,NA,-2,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",NA,"SS-BB","BB","B",NA,NA,NA,"min"
90552,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"BB","BB","B",NA,150,NA,"min"
90553,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"LL-BB","BB","B",NA,NA,NA,"min"
90555,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO",NA,"SS-BB","BB","B","p3",NA,NA,"min"
90556,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90557,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","-2","-2",-2,"HN","HN","H",NA,NA,NA,"org"
90558,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"DD-BB","BB","B",NA,150,NA,"min"
90559,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",NA,"DD","DD","D",NA,NA,NA,"min"
90560,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"LL","LL","L",NA,150,NA,"min"
90561,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU",NA,"BB","BB","B",NA,NA,NA,"min"
90562,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM",-9,"LL-SS","SS","S",NA,NA,NA,"min"
90563,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT",NA,"BB","BB","B",NA,NA,NA,"min"
90564,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90565,NA,-2,2007,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MUT","MU",-9,"BB","BB","B",NA,NA,NA,"min"
