"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb"
100039,10039,1989,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","BB","BB","B","p1",NA,NA
100040,10040,1989,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR","-9","BB","BB","B","p2",NA,NA
100044,10044,1990,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","SS-BB","BB","B","p1",NA,NA
100045,10045,1989,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB-SS","SS","S","p1",NA,NA
100047,10047,1989,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO","-9","SS","SS","S","p1",NA,NA
100050,10050,1989,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","HMO","RO","-9","BB","BB","B","p1",NA,NA
100052,10052,1989,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","BB","BB","B","p1",NA,NA
100055,10055,1989,2008,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","BB-CF","CF","C","p1",NA,NA
100056,10056,1989,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","BB-SS","SS","S","p1",NA,NA
100057,10057,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","1","BB-SS","SS","S","p1",NA,NA
100058,10058,1989,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU","-9","BB","BB","B","p1","+90",NA
100062,10062,1989,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","BB","BB","B","p2",NA,NA
100064,10064,1989,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","-9","BB","BB","B","p3",NA,NA
100065,10065,1989,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOA","MOT","-9","BB","BB","B","p2",NA,NA
100066,10066,1989,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","DD-BB","BB","B","p1",NA,NA
100068,10068,1989,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","SS-BB","BB","B","p1",NA,NA
100070,10070,1989,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUT","MU","-9","BB","BB","B","p1",NA,NA
100071,10071,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU","1","BB-SS","SS","S","p1",NA,NA
100072,10072,1989,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOR","MOT","2","BB","BB","B","p2",NA,NA
100073,10073,1989,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","BB","BB","B","p1",NA,NA
100078,10078,1989,2007,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","-9","BB","BB","B","p1",NA,NA
100080,10080,1989,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","ROA","RO","-9","BB","BB","B","p3",NA,NA
100081,NA,-2,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","2","BB-SS","SS","S","p2",NA,NA
100082,10048,1989,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","1","BB","BB","B","p1",NA,NA
100083,10001,1989,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","2","BB-SS","SS","S","p1",NA,NA
100084,NA,-2,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","BB","BB","B","p1",NA,NA
100085,NA,-2,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT","-9","SS-BB","BB","B","p2",NA,NA
100086,NA,-2,2009,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","LL-SS","SS","S","p1",NA,NA
100087,NA,-2,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1",NA,NA
100088,10035,1989,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1",NA,NA
100089,10036,1989,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOA","MOT","-9","BB","BB","B","p1",NA,NA
100090,10059,1989,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p1",NA,NA
120001,12001,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",NA,"YKn","YK","Y","p1","+190",NA
120002,12002,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",NA,"BB","BB","B","p2","+125",NA
120003,12003,1991,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB","BB","B","p2","+170",NA
120004,12004,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",NA,"RZ","RZ","R","p1",NA,NA
120005,12005,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","ROA","RO","3","BB","BB","B","p1","+170",NA
120006,12006,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU","1","GG-BB","BB","B","p1",NA,NA
120007,12007,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p3",NA,NA
120008,12008,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","BB-PP","PP","P","p1","+195",NA
120009,12009,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT","2","YKn","YK","Y","p2",NA,NA
120010,12010,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","LF-BB","BB","B","p3",NA,NA
120011,12011,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","LF-BB","BB","B","p1","+170",NA
120012,12012,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p4","+205",NA
120013,12013,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB-YU","YU","Y","p3",NA,NA
120014,12014,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","GG-BB","BB","B","p2","+200",NA
120015,12015,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","1","GG","GG","G","p1",NA,NA
120016,12016,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","3","YK-PP","PP","P","p1","+170",NA
120017,12017,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","LL","LL","L","p1","+190",NA
120018,12018,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","1","LL-BB","BB","B","p2","+190",NA
120019,12019,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB-RQ","RQ","R","p3","+155",NA
120020,12020,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","YKn","YK","Y","p1",NA,NA
120021,12021,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3",NA,NA
120022,12022,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","YKn","YK","Y","p4","+155",NA
120024,12024,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3","+180",NA
120025,12025,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3","+205",NA
120026,12026,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","2","LF-BB","BB","B","p3","+185",NA
120027,12027,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3","+160",NA
120028,12028,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","GG-YU","YU","Y","p3","+200",NA
120029,12029,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","GG-BB","BB","B","p3","+160",NA
120030,12030,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR","2","GG-BB","BB","B","p4","+155",NA
120031,12031,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3","+185",NA
120032,12032,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","GG-PP","PP","P","p1","+155",NA
120033,12033,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p3",NA,NA
120034,12034,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p2",NA,NA
120035,12035,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p3","+210",NA
120036,12036,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","2","BB","BB","B","p3","+205",NA
120037,12037,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB-PP","PP","P","p1","+140",NA
120038,12038,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","3","LF-BB","BB","B","p2",NA,NA
120039,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p2","+210",NA
120040,12040,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p3",NA,NA
120041,12041,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p4","+165",NA
120042,12042,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p4",NA,NA
120043,12043,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3","+175",NA
120044,12044,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p3","+180",NA
120045,12045,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p4",NA,NA
120046,12046,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p3",NA,NA
120047,12047,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p2","+190",NA
120048,12048,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+190",NA
120049,12049,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB","BB","B","p2",NA,NA
120050,12050,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2",NA,NA
120051,12051,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","BB","BB","B","p2","+180",NA
120052,12052,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU","-9","BB-SS","SS","S","p1",NA,NA
120053,12053,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOA","MOT","-9","BB","BB","B","p3","+200",NA
120054,12054,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","BB","BB","B","p2","+190",NA
120055,12055,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p3","+180",NA
120056,12056,1992,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM","-9","SS-BB","BB","B","p3","+180",NA
120057,12057,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","GG-BB","BB","B","p2","+175",NA
120058,12058,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+195",NA
120059,12059,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p4","+185",NA
120060,12060,1991,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT","-9","BB","BB","B","p2","+135",NA
120061,12061,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p3","+200",NA
120062,12062,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p3",NA,NA
120063,12063,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MOA","MOT","-9","BB-PP","PP","P","p1","+190",NA
120065,12065,1991,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUT","MU","-9","BB","BB","B","p1","+185",NA
120066,12066,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","PP-BB","BB","B","p1","+180",NA
120067,12067,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+180",NA
120068,12068,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP-BB","BB","B","p3","+200",NA
120069,12069,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","BB","BB","B","p3","+180",NA
120070,12070,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p4","+175",NA
120071,12071,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+150",NA
120072,12072,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","SS-BB","BB","B","p2",NA,NA
120073,12073,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP-BB","BB","B","p1","+205",NA
120074,12074,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP-BB","BB","B","p1","+150",NA
120075,12075,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","GG-YU","YU","Y","p4","+175",NA
120076,12076,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+170",NA
120077,12077,1991,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM","-9","YKn","YK","Y","p2","+170",NA
120078,12078,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB-SS","SS","S","p2","+190",NA
120079,12079,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB-LF","LF","L","p2",NA,NA
120080,12080,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-9","-9","-9","GH","GH","G","p1",NA,NA
120081,12081,1991,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p3","+180",NA
120083,12083,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","GG-RQ","RQ","R","p2","+165",NA
120084,12084,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM","-9","LF-SS","SS","S","p2",NA,NA
120085,12085,1991,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","SS-BB","BB","B","p2","+170",NA
120086,12086,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p3","+205",NA
120087,12087,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","SS-LF","LF","L","p2","+190",NA
120088,12088,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+200",NA
120089,12089,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2",NA,NA
120090,12090,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","GG-BB","BB","B","p2",NA,NA
120091,12091,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB-RQ","RQ","R","p2","+200",NA
120092,12092,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","LF-BB","BB","B","p1","+180",NA
120093,12093,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+200",NA
120094,12094,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU","-9","YK-GG","GG","G","p2",NA,NA
120095,12095,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB","BB","B","p3","+195",NA
120096,12096,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","PP-BB","BB","B","p1","+140",NA
120097,12097,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","YO","YO","Y","p1","+135",NA
120098,12098,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","GH","GH","G","p1","+150",NA
120099,12099,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","-9","OL-RQ","RQ","R","p1","+200",NA
120100,12100,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","BB","BB","B","p3","+195",NA
120101,12101,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","SS-LF","LF","L","p2","+200",NA
120102,12102,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","GG-RQ","RQ","R","p4","+200",NA
120103,12103,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP-BB","BB","B","p1",NA,NA
120104,12104,1992,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MOM","MOM","-9","LL","LL","L","p2","+175",NA
120105,12105,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+205",NA
120106,12106,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","SS-LF","LF","L","p1","+190",NA
120107,12107,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR","-9","LL","LL","L","p2","+190",NA
120108,12108,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","-2","-2","-9","YY","YY","Y","p1","+160",NA
120109,12109,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p3",NA,NA
120110,12110,1992,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","GMO","MOT","-9","BB-YU","YU","Y","p2",NA,NA
120111,12111,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2",NA,NA
120112,12112,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB","BB","B","p4",NA,NA
120113,12113,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+170",NA
120114,12114,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p3",NA,NA
120115,12115,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","SS-LF","LF","L","p3","+170",NA
120116,12116,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB-PP","PP","P","p1","+190",NA
120117,12117,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","GG-YU","YU","Y","p1",NA,NA
120118,12118,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","PP","PP","P","p1",NA,NA
120119,12119,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU","-9","GM","GM","G","p1","+100",NA
120120,12120,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB-LF","LF","L","p2",NA,NA
120122,12122,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB-RQ","RQ","R","p2","+170",NA
120123,12123,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB-RQ","RQ","R","p2",NA,NA
120124,12124,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","LF","LF","L","p2","+190",NA
120125,12125,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB-RQ","RQ","R","p1","+200",NA
120127,12127,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p3","+220",NA
120128,12128,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p3","+200",NA
120129,12129,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","RQ-BB","BB","B","p2","+170",NA
120130,12130,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p4","+200",NA
120131,12131,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2","+200",NA
120132,12132,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-9","-9","-9","KV","KV","K","p1","+65",NA
120133,12133,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2","+180",NA
120134,12134,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2",NA,NA
120135,12135,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB","BB","B","p2",NA,NA
120136,12136,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","LF","LF","L","p2",NA,NA
120137,12137,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","PP","PP","P","p1","+195",NA
120138,12138,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","PP","PP","P","p1",NA,NA
120139,12139,1992,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","GMO","MOT","-9","BB-LF","LF","L","p1",NA,NA
120140,12140,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","PP","PP","P","p1","+200",NA
120141,12141,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","LF","LF","L","p2","+200",NA
120142,12142,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p3",NA,NA
120143,12143,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","BB-PP","PP","P","p1",NA,NA
120144,12144,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","BB","BB","B","p2",NA,NA
120145,12145,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","LF","LF","L","p2",NA,NA
120146,12146,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","LF","LF","L","p2",NA,NA
120147,12147,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","BB","BB","B","p2","+200",NA
120148,12148,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MOA","MOT","-9","OLn","OL","O","p1","+200",NA
120149,12149,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","PP-BB","BB","B","p1","+180",NA
120150,12150,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","-9","GG-PP","PP","P","p1","+170",NA
120151,12151,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","SS-LF","LF","L","p3",NA,NA
120153,12153,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","-9","OL-RQ","RQ","R","p1","+200",NA
120154,12154,1992,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","-2","-2","-9","GM","GM","G","p1","+170",NA
120155,12155,1992,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","GMO","MOT","-9","BB","BB","B","p2",NA,NA
120156,12156,1992,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","-9","PP","PP","P","p1",NA,NA
120157,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p3","+205",NA
120159,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","5","GG","GG","G","p1","+80",NA
120160,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","3","BB","BB","B","p3","+185",NA
120161,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p4",NA,NA
120163,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p2",NA,NA
120164,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","GG","GG","G","p1",NA,NA
120165,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",NA,"BB","BB","B","p3","+170",NA
120167,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","YU","YU","Y","p2",NA,NA
120168,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU","1","OL-RZ","RZ","R","p1","+120",NA
120169,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","GMO","MOT","2","BB","BB","B","p2",NA,NA
120170,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT","2","BB","BB","B","p3","+175",NA
120181,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","-9","PP","PP","P","p1","+115",NA
120182,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","-9","BB","BB","B","p4","+140",NA
120183,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","PP","PP","P","p1","+110",NA
120184,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROR","RO","-9","BB","BB","B","p3","+100",NA
120185,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","ROA","RO","-9","PP-BB","BB","B","p1","+125",NA
